Date,Close
7/14/2025 15:30:00,3222.7
7/15/2025 15:30:00,3252.3
7/16/2025 15:30:00,3233.1
7/17/2025 15:30:00,3209.2
7/18/2025 15:30:00,3189.9
7/21/2025 15:30:00,3158.2
7/22/2025 15:30:00,3159.6
7/23/2025 15:30:00,3179.1
7/24/2025 15:30:00,3148
7/25/2025 15:30:00,3135.8
7/28/2025 15:30:00,3079.3
7/29/2025 15:30:00,3056
7/30/2025 15:30:00,3053.6
7/31/2025 15:30:00,3036.8
8/1/2025 15:30:00,3003
8/4/2025 15:30:00,3074.4
8/5/2025 15:30:00,3063.9
8/6/2025 15:30:00,3032.3
8/7/2025 15:30:00,3047
8/8/2025 15:30:00,3036.4
8/11/2025 15:30:00,3040.8
8/12/2025 15:30:00,3035.4
8/13/2025 15:30:00,3036.2
8/14/2025 15:30:00,3022.3
8/18/2025 15:30:00,3011.2
8/19/2025 15:30:00,3016.2
8/20/2025 15:30:00,3098.6
8/21/2025 15:30:00,3102.6
8/22/2025 15:30:00,3054
8/25/2025 15:30:00,3140.6
8/26/2025 15:30:00,3157.2
8/28/2025 15:30:00,3093.7
8/29/2025 15:30:00,3084.7
9/1/2025 15:30:00,3112.6
9/2/2025 15:30:00,3111.5
9/3/2025 15:30:00,3097.5
9/4/2025 15:30:00,3095.7
9/5/2025 15:30:00,3048.3
9/8/2025 15:30:00,3019
9/9/2025 15:30:00,3049.4
9/10/2025 15:30:00,3110
9/11/2025 15:30:00,3124.2
9/12/2025 15:30:00,3133.4
9/15/2025 15:30:00,3111.9
9/16/2025 15:30:00,3145.7
9/17/2025 15:30:00,3172.8
9/18/2025 15:30:00,3176.7
9/19/2025 15:30:00,3169.2
9/22/2025 15:30:00,3073.8
9/23/2025 15:30:00,3062.4
9/24/2025 15:30:00,3035.4
9/25/2025 15:30:00,2957.4
9/26/2025 15:30:00,2899.1
9/29/2025 15:30:00,2896.1
9/30/2025 15:30:00,2888.4
10/1/2025 15:30:00,2914.2
10/3/2025 15:30:00,2901.9
10/6/2025 15:30:00,2988.4
10/7/2025 15:30:00,2973.7
10/8/2025 15:30:00,3027.2
10/9/2025 15:30:00,3061.7
10/10/2025 15:30:00,3028.3
10/13/2025 15:30:00,3007.2
10/14/2025 15:30:00,2960.3
10/15/2025 15:30:00,2969.8
10/16/2025 15:30:00,2970.7
10/17/2025 15:30:00,2962.2
10/20/2025 15:30:00,3015.2
10/21/2025 15:30:00,3006.7
10/23/2025 15:30:00,3073.2
10/24/2025 15:30:00,3063.2
10/27/2025 15:30:00,3084.9
10/28/2025 15:30:00,3057.9
10/29/2025 15:30:00,3057.6
10/30/2025 15:30:00,3035.3
10/31/2025 15:30:00,3058
11/3/2025 15:30:00,3016.8
11/4/2025 15:30:00,2990.2
11/6/2025 15:30:00,3010.9
11/7/2025 15:30:00,2991.8
11/10/2025 15:30:00,3025.2
11/11/2025 15:30:00,3047
11/12/2025 15:30:00,3131.8
11/13/2025 15:30:00,3105.7
11/14/2025 15:30:00,3106
11/17/2025 15:30:00,3102.2
11/18/2025 15:30:00,3087.1
11/19/2025 15:30:00,3147.7
11/20/2025 15:30:00,3144.8
11/21/2025 15:30:00,3150.6
11/24/2025 15:30:00,3141.2
11/25/2025 15:30:00,3119.2
11/26/2025 15:30:00,3162.9
11/27/2025 15:30:00,3136.6
11/28/2025 15:30:00,3137.5
12/1/2025 15:30:00,3133.4
12/2/2025 15:30:00,3135.7
12/3/2025 15:30:00,3180
12/4/2025 15:30:00,3229.2
12/5/2025 15:30:00,3238.2
12/8/2025 15:30:00,3236.5
12/9/2025 15:30:00,3208.3
12/10/2025 15:30:00,3189.2
12/11/2025 15:30:00,3191.9
12/12/2025 15:30:00,3220.5
12/15/2025 15:30:00,3230.2
12/16/2025 15:30:00,3205.1
12/17/2025 15:30:00,3217.8
12/18/2025 15:30:00,3280.8
12/19/2025 15:30:00,3282
12/22/2025 15:30:00,3324.9
12/23/2025 15:30:00,3310
12/24/2025 15:30:00,3319
12/26/2025 15:30:00,3280
12/29/2025 15:30:00,3251.5
12/30/2025 15:30:00,3246.8
12/31/2025 15:30:00,3206.2
1/1/2026 15:30:00,3227.4
1/2/2026 15:30:00,3250.7
1/5/2026 15:30:00,3216.1
1/6/2026 15:30:00,3255.8
1/7/2026 15:30:00,3295.6
1/8/2026 15:30:00,3203.9
1/9/2026 15:30:00,3207.8
1/12/2026 15:30:00,3239.6
1/13/2026 15:30:00,3268
1/14/2026 15:30:00,3192.5
1/16/2026 15:30:00,3206.7
1/19/2026 15:30:00,3163.6
1/20/2026 15:30:00,3102.3
1/21/2026 15:30:00,3122.6
1/22/2026 15:30:00,3150.4
1/23/2026 15:30:00,3162.5
1/27/2026 15:30:00,3158
1/28/2026 15:30:00,3200.1
1/29/2026 15:30:00,3144.4
1/30/2026 15:30:00,3123.9
2/2/2026 15:30:00,3169.6
2/3/2026 15:30:00,3225.3
2/4/2026 15:30:00,2999.1
2/5/2026 15:30:00,2991.5
2/6/2026 15:30:00,2941.6
2/9/2026 15:30:00,2948.2
2/10/2026 15:30:00,2984.6
2/11/2026 15:30:00,2909.8
2/12/2026 15:30:00,2750.1
2/13/2026 15:30:00,2692.2
2/16/2026 15:30:00,2706.6
2/17/2026 15:30:00,2717.4
2/18/2026 15:30:00,2694.9
2/19/2026 15:30:00,2677.9
2/20/2026 15:30:00,2686.2
2/23/2026 15:30:00,2676.3
2/24/2026 15:30:00,2573.7
2/25/2026 15:30:00,2629.3
